id;timestamp;cpu;ram;disco;usoRede;latencia;qtd_processos
abcde;2025-11-02 13:49:16;19.9;71.2;74.7;0.0;0.005;320
abcde;2025-11-02 13:49:26;11.6;72.2;74.7;0.0012798309326171875;0.005;322
abcde;2025-11-02 13:49:36;7.7;72.4;74.7;0.014215469360351562;0.005;322
abcde;2025-11-02 13:49:46;5.1;72.2;74.7;0.004558563232421875;0.005;322
abcde;2025-11-02 13:49:56;7.3;72.3;74.7;0.01153564453125;0.005;322
abcde;2025-11-02 13:50:06;12.8;72.7;74.7;0.05568408966064453;0.005;322
abcde;2025-11-02 13:50:16;7.9;72.7;74.7;0.03968334197998047;0.016;320
abcde;2025-11-02 13:50:26;6.6;72.7;74.7;0.0043010711669921875;0.017;319
abcde;2025-11-02 13:50:36;6.6;72.7;74.7;0.005187034606933594;0.011;319
abcde;2025-11-02 13:50:46;5.8;72.6;74.7;0.0032548904418945312;0.006;316
abcde;2025-11-02 13:50:56;5.5;72.6;74.7;0.0040416717529296875;0.01;316
abcde;2025-11-02 13:51:07;5.2;72.6;74.7;0.006217002868652344;0.024;316
abcde;2025-11-02 13:51:17;10.2;72.9;74.7;0.005494117736816406;0.008;319
abcde;2025-11-02 13:51:27;26.6;73.1;74.7;0.1097269058227539;0.005;327
abcde;2025-11-02 13:51:37;8.8;72.5;74.7;0.0034532546997070312;0.006;322
abcde;2025-11-02 13:51:47;7.2;72.6;74.7;0.0035943984985351562;0.005;322
abcde;2025-11-02 13:51:57;7.3;72.6;74.7;0.003635406494140625;0.005;321
abcde;2025-11-02 13:52:07;5.6;72.7;74.7;0.005007743835449219;0.006;321
abcde;2025-11-02 13:52:17;5.7;72.6;74.7;0.004538536071777344;0.006;321
abcde;2025-11-02 13:52:27;7.8;72.8;74.7;0.0038290023803710938;0.01;320
